ページUrl,ASIN,Id,投稿日,星,名前,レビュー_タイトル,レビュー,役に立った
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_10?&pageNumber=10&sortBy=recent,B0C5M5WR65,R3RH7YFIC75ZLB,2023年4月8日,5つ星のうち5.0,大和,神,思わずに歩いてゆっくり散歩してしまう;,2人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_10?&pageNumber=10&sortBy=recent,B0C5M5WR65,R2CPFC9S9OIZER,2023年4月8日,5つ星のうち3.0,Amazon カスタマー,純粋なゲーム好きとしてはかなり物足りない,"ハリー・ポッター好きなら、５点でしょうが自分は映画は一通り見ましたが特別ファンではないです
ゲームとしてみれば３点～４点ですね
かなり良くできてるとは思いますけどオープンワールドなのでフィールドが狭すぎるし戦闘もかなり薄味そもそも敵の種類が少なすぎる
１０種類くらいじゃないですかね 戦闘がほんとにつまらない
アクションゲームとしてかなり物足りない
雰囲気やストーリー目当てなら買ってよし
アクションゲーム目当てなら微妙です;",2人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_10?&pageNumber=10&sortBy=recent,B0C5M5WR65,R1EL8QX79SMPY5,2023年4月7日,5つ星のうち5.0,タカ,こういうゲームがしたかった。,"申し分ないくらい画質も良かったです。
ゲーム事態も、おもしろく、はまっています。;",1人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_10?&pageNumber=10&sortBy=recent,B0C5M5WR65,R1ATAGUPN1FI0,2023年4月6日,5つ星のうち4.0,１１：４７,面白い,ハリポタファンでは無いけど楽しめてます;,4人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_10?&pageNumber=10&sortBy=recent,B0C5M5WR65,R21797RSFXJ7ML,2023年4月6日,5つ星のうち5.0,渡部　健,このゲーム、かなりすごいです。,ハリーポッターの世界観が楽しめるオープンワールドゲームということで、ずっと前から注目していました。まあハリーポッターの世界が楽しめればいいやくらいに思っていたのですが、このゲーム、かなり作り込みがすごいです。やり込み要素も多く、まだプレイ中ですが、本当に時間泥棒のゲームでどんどん時間が溶けていきます。これは買いです。;,
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_10?&pageNumber=10&sortBy=recent,B0C5M5WR65,R1L5JN2A7T4LAD,2023年4月5日,5つ星のうち5.0,尾崎豊,ハリーポッター好きなら買って損はしない,自分はps5でプレイしているのですが、グラフィックは設定で変えられ、最高画質にしなくとも綺麗です。ps5で120fpsにも対応していたのでヌメヌメでかなり快適にプレイできました。ゲームの難易度は設定から変えることができるのですが、普通でもなかなかやりごたえのある作品です。ハリーポッター原作を読んだことがある方や、ファンであるのなら、原作の設定などが登場してるくるのでそこも魅力的なポイントでしょう。ただ、メインストーリーの内容が少し薄い気がするのでそこだけが残念でした。箒での移動や魔法を新たに覚える瞬間が個人的にはとても好きなところの1つです。;,1人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_10?&pageNumber=10&sortBy=recent,B0C5M5WR65,R32JFJBNEP4XCL,2023年4月5日,5つ星のうち5.0,こうせい,最高すぎます！✨,"もう映画ですね…✨
グラフィック、世界感、魔法。
ハリポタ好きにはたまらない！最高です！✨
時間が溶けていきますね…笑笑

オープンワールドで、自由に行動出来るので
なかなかストーリーが進められていないです笑笑;",2人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_11?&pageNumber=11&sortBy=recent,B0C5M5WR65,R2ZXSL42D22MMB,2023年4月4日,5つ星のうち2.0,ららーら,評判が良いので買ったがそんなにおもしろくなかった,"プレイ時間30時間
サブストーリーヤ探索をコツコツしながらプレイしましたが、
メインストーリーやサブストーリーの内容が好みではなかった。
それとハリポタ知らなくても楽しめるところはあると思いますが、ハリポタ見ていないと分からないであろうワードがたまにあり、ストーリーや手紙の意味がわからない時があります。

気に入ったところ
･ハリポタ知らなくてもある程度は楽しめる
･世界観、やり始めは学校や外を走り回って探索するだけでもワクワクして楽しい
･魔法を使える
･ヒッポグリフや箒での移動が気持ち良くファストトラベルを使うのが勿体ないくらい楽しい
･マップが大きすぎず、探索やストーリーが進めやすい

気に入らないところ
･1番大事なメインストーリーが好みではなかった
･バトルに爽快感が感じられないノーマルモードでプレイしていたので詰んだりはしなかったが魔法の切り替えやプロテゴだったり避けたり決まった色の魔法を出したり終盤は単調に感じた
･ハリポタ知らないと楽しめないところがある
･出てくるキャラが主人公の会話の選択肢なども含めて嫌味な感じだったり鬱屈とした感じがあり癖が強くて好きになれなかった
･マップなどUIが使いづらい、ファストトラベルする時画面が見づらいし地図を確認しながら探索もマップが分かりづらいくてストレス溜まる
･謎解きが単調でやり始めは考えることもありおもしろく感じていたが、週番はただただ長い作業で退屈

気に入らないところの方が多くなってしまいましたが、ゲームとして大きな欠陥がある訳ではなく、単に好みではなかった。;",3人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_11?&pageNumber=11&sortBy=recent,B0C5M5WR65,R1PTWY0I9113Z8,2023年4月4日,5つ星のうち5.0,かーる坊や,ホグワーツ最高！,"ホグワーツの再現度が凄い、クリアして2周目の今もまだ道に迷う
聞くところによると開発者ですら迷うとか(笑)
期待してなかった戦闘も結構楽しい。
敵の種類が少ないとか細かい不満点はあるので、減点方式だと80点位に収まるゲームだけど、加点方式なら100点超える、そんなゲームです。;",3人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_11?&pageNumber=11&sortBy=recent,B0C5M5WR65,R24HMJZM7JI7N8,2023年4月3日,5つ星のうち5.0,寒い,こんな完璧なゲーム,"ゴーストオブツシマ以来です
完璧だからと言ってプレイも完璧に楽しいか言えばそうとも限らないけど
このゲームやってて楽しいと思うことが多いです;",2人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_11?&pageNumber=11&sortBy=recent,B0C5M5WR65,RK4E3R9NEZKG6,2023年4月3日,5つ星のうち5.0,星野,原作を完璧に再現,細かいところまで再現していて、感動しました！ゲームは苦手ですが、難易度が調整できるため楽しくプレイできました。;,2人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_11?&pageNumber=11&sortBy=recent,B0C5M5WR65,R1M8X15FOG1HRL,2023年4月2日,5つ星のうち5.0,Amazon カスタマー,面白い,本当に面白い。ホグワーツの作り込みがとんでもないです。ずっと徘徊できます。;,2人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_11?&pageNumber=11&sortBy=recent,B0C5M5WR65,R3LPHWKCE63RSZ,2023年4月2日,5つ星のうち4.0,とある大学生,再現度は高い,ホグワーツ城の再現度が高くマップも広いので探索は興奮した。ストーリーも飽きることなく最後まで走れた。しかし、それ以外の要素が若干くどく感じた。;,1人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_11?&pageNumber=11&sortBy=recent,B0C5M5WR65,R3QC0DK54LK0KX,2023年4月2日,5つ星のうち5.0,Amazon カスタマー,発売前は期待してなかった,"発売前は期待してなかったがアーリーアクセスのプレイ動画を見ていたらホグワーツの雰囲気や思いの外機敏な動作とある程度の技量がいる戦闘で楽しそうだったので通常版を購入した。
セリフは字幕なのかと思ってたら全部日本語吹き替えだし、しっかりローカライズされている。
その分定価は高いがしかないと思う。
やればやるほど楽しくなる作品でハリーポッターが好きな人は引き込まれると思う。
ハリーポッターを知らなくてもゲームとしても楽しめるし、おすすめできます。;",2人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_11?&pageNumber=11&sortBy=recent,B0C5M5WR65,R7Z591F6ESWFK,2023年4月2日,5つ星のうち5.0,西村,楽しい,"ホグワーツレガシーやりたくて、プレステ5も購入しました。
楽しい！
ちょっと画面酔いしちゃいますが、私の問題です（汗;",
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_11?&pageNumber=11&sortBy=recent,B0C5M5WR65,R3OD90VRCRBI02,2023年4月2日,5つ星のうち5.0,EM,Splendid,Not only the game but side games make it a fantastic yarn.;,4人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_11?&pageNumber=11&sortBy=recent,B0C5M5WR65,R22UXCXZSHQ0GO,2023年3月31日,5つ星のうち4.0,Shir,世界観の移植が素晴らしい,"ハリーポッターファンは絶対楽しめる良ゲー
私は、ファンというほどじゃなくて、映画は全部一回ずつは見た程度のライト層だけど、それでもこのゲームはお勧めできる。こういうオープンワールドなら、どんどん増えてほしいと思わせられた。

良い点としては
・ホグワーツやその外の世界の表現が細部に至るまで作り込まれている
・特にホグワーツ校舎内は、特にプレイに関係しないけど絵画が動いたり、ゴーストがうろうろしていたり、鎧がだべっていたりと、原作にも出てくる表現があちこちに散りばめられていて没入感が非常高い
・ストーリーがなかなか面白くて、先が気になる。主人公がトム・リドルよりやばいやつ
・原作より100年前の設定なので、作中に登場するのはポルターガイストのピーブスくらいで、原作の登場人物は出てこないのが、むしろいい。原作をなぞったゲームではなくて、オリジナルのキャラでホグワーツの世界に浸かりたいので。
・でも、原作の登場人物の祖先らしい人は結構出てくる。
・薬草学のガーリック先生が可愛い。なんか服装が謎だけど、それでも可愛い。

しかし、悪い点もなくはなくて、ハリーポッターファンじゃないと、ゲームとして難点を感じる箇所もある
・ノーマル以上の難易度だと、敵が硬くて戦闘がダレる。私はいわゆる「死にゲー」系もガンガンプレイするけど、本作はトロールとかが一部敵が硬すぎてさすがに面倒に感じた
・サブクエにたるいものが多い。でも、メインストーリーにレベルキャップがあるから、ある程度それも子なさいといけない。例えばただの荷物を運びとかは、今時のゲームとしてはボリューム稼ぎが露骨すぎる
・中盤はとにかく金欠だけど、金策の方法が少ない
・ホグワーツの外は、広いわりにロケーションのバリエーションはそれほど多くなくて、エルデンリングやホライゾンほどあちこち回る楽しみはない

このように、ゲームとして荒削りなところはある。
しかし、それを上回るくらいの圧倒的な作り込みなので、原作映画を楽しめた人なら、マストバイと言ってもいい。やはりオープンワールドゲーに求めるのは、何よりも世界観の作り込みだと思う。その意味では、ホグワーツレガシーは傑出したクオリティを誇っている。;",
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_12?&pageNumber=12&sortBy=recent,B0C5M5WR65,RP0V2J40JXMD7,2023年3月29日,5つ星のうち4.0,ZEN,評判です,"オープンワールドでハリーポッター好きならば買いですね。
ハラハラ感はありません。;",3人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_12?&pageNumber=12&sortBy=recent,B0C5M5WR65,RLF5BX2MA53AT,2023年3月28日,5つ星のうち3.0,LEMONed,眠くなる,"登場人物のセリフが長くて眠くなる。
面白いがお使いだらけ。;",3人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_12?&pageNumber=12&sortBy=recent,B0C5M5WR65,R184GTLXCL7JH,2023年3月27日,5つ星のうち4.0,Amazonのお客様,楽しい！,"すごく楽しいです！だけどめっちゃ酔うんです！設定で少しマシになったけどホグワーツ城の中が螺旋階段や狭い所が多いので探索する時絶対に酔います。
あとメインクエストの試練が4回ありますが全然おもしろくなくてめっちゃ眠くなります。
友達クエストはすごく楽しい。;",2人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_12?&pageNumber=12&sortBy=recent,B0C5M5WR65,R3RPB1FJE4NO4A,2023年3月27日,5つ星のうち2.0,naaaaaa,トロコンできない,"バグあるからトロコンできないし見えない壁に
進行塞がれ進めばどんどん空中歩いてくし
少しの段差も引っかかり登らず...
ホグワーツの作り込みは凄いけどプレイしてると
中盤辺りから怠くなる
ぶっちゃけそこまで期待しない方が良いかなと;",1人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_12?&pageNumber=12&sortBy=recent,B0C5M5WR65,R2YT49OGA1X8OS,2023年3月27日,5つ星のうち4.0,calbone,トロコン出来なくてキレそう,全体的には面白いと思うけどバグでトロコンできません。、;,2人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_12?&pageNumber=12&sortBy=recent,B0C5M5WR65,RV9XR50VAAN70,2023年3月25日,5つ星のうち5.0,前谷浩之,ほぼ神ゲー‼,ハリーポッターの世界観を踏襲していてかなり良い。そんなに難しくもないところも良い。;,3人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_12?&pageNumber=12&sortBy=recent,B0C5M5WR65,R3O03165FXJTXM,2023年3月25日,5つ星のうち3.0,徘徊マン,探索以外がイマイチ面白くない,"決して駄作ではないのですが、グラや世界観の出来に対してもっとなんとかなっただろ…みたいな部分が目立ちます。

◇戦闘
広大なフィールドがあるにも関わらず、敵が色違い（強化されたトロール、戦士のトロール、水辺のトロール）と小癪なかさ増しを平然としてくる。違いは出現場所ぐらいで攻撃パターンも大して違いがありません
他のゴブリンや闇の魔法使いも同様で名前が違うだけの似たような敵を倒すだけ。作業的で数時間プレイしたら飽きてしまう

悪名高い敵という特殊エネミーもいますが、ちょっと強いだけで見た目はほぼ同じです。
メインでのラスボスも狡猾さや悪らしいカッコ良さがなく、今どきのラノベに出てくる理由もなく悪い奴みたいな粗い印象を受ける。何故力を求めるのか？どういう出自なのか？の掘り下げもなく力を求めた悪い奴だけでは魅力的に思えない

◇探索
このゲームをプレイする前にイメージしたのはオープンワールドで箒を使い自由に駆け回ることでしたが、見えない壁があったり、足場があってもスペースが足りないという理由で降りれなかったり、と思っていたより不自由な探索で箒が手に入っても自由に駆け回ることは出来ない。

こういう制限をいれるぐらいならオープンワールドにしないで良かったのでは…？
景観だけは良いので最初のうちは楽しいですが、景色に慣れるころにはやはり退屈。
せめてゴーストオブツシマのように映えスポットを探してカメラ撮影などが出来れば良かったのですが、そんな機能は無いのでプラットフォームに元からついてるスクショ機能を使って撮るぐらいしか出来ない。

アピールポイントとして壮大な世界観を表現しきった美しい景観なはずなのに城の頂上、山の上は着地地点が狭い。見えない壁がある等のせいですんなりと行けず。じゃあ行かなくていいや…

◇会話
基本は退屈。キャラ同士が意味のない世界観を示す説明のための会話が多く、人間味を感じない。
モブの立ち話も聞けますが「レヴィオーサを覚えると本当に便利よ」と何故かハリーが一年で習った初級魔法を褒めたたえたりと何かズレているような気がしてならない。

サブキャラとの会話も何故かインタビュー映像のようなカメラワークでその人物の身振り手振りという生きた挙動を感じられない。言い回しもローカライズの問題か、どこか不自然なものがある。

メインストーリーもこっちは自由に好き勝手やっているのに何をしても褒められたり棚にあげられたりする
例１
主人公は保護という名目で野生動物を捕獲して回っているがメインストーリーでは動物を捕まえる密猟者を批判している。何匹捕まえてもメインストーリーでお前もや！と言われることは無い。捕まえた動物は売ることが出来る。売っても何も言われない。

余談だが、トロフィーにフリペンド（上下反転魔法、使うと宙に浮いた状態で上下逆さになる）を牛にかけるというものがあるが、使ったところで何か面白いイベントが起きるわけでもない。ただの動物虐待。

例2
メインストーリーで闇の魔法を使うことを非難する展開があるが、主人公だけどれだけ使っても何も言われない。会話の内容も変わらない。

◇金
このゲームで一番面倒なのは金稼ぎだ
バイトや売れば高額なアイテムがあればよかったが、売れるのは基本服と動物だけ
高くても150なのに箒を全種類集めるのには1万以上かかり、かなり高額。
敵の拠点にいってもよくても100しか落ちておらず敵を倒しても酷いときは4しか持ってない。難易度を変えても同じで楽に手に入ることはなく時間を費やさなければならない。

せっかく薬が調合出来るのに売ったり出来ないのは何故なんだろう…

◇ストーリー
前述しましたが主人公のダブスタ行為OKの時点で作りこみは浅い
行動に応じてストーリー展開が変わるぐらいの作りこみに期待してしまった

敵かと思ったら味方！？とか良かれと思ったら敵の罠とかそういう裏切ってくる展開もないのでひたすら平坦で退屈に思えた。会話の選択肢は最後のほう以外はストーリーにあまり関係しない点もマイナス
（一応闇の魔術を覚えるかどうかの選択肢もありますが、覚えてても覚えてなくてもストーリーに影響は特にない）

悪いゴブリン倒す、古代魔術すごい！が大まかなストーリーなのでお話には期待しないほうが良いです;",4人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_12?&pageNumber=12&sortBy=recent,B0C5M5WR65,R2FDD38RK5E2F9,2023年3月25日,5つ星のうち1.0,w0739,進行不能バグあり,"メインクエストの「ポリジュースの企て」で、
屋外にクエスト対象キャラがいるはずなのだが
外に通じるドアが開かないため、先に進めなくなった;",1人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_12?&pageNumber=12&sortBy=recent,B0C5M5WR65,R3TVXUW5B351XB,2023年3月24日,5つ星のうち5.0,ルー,PS5の神ゲー,"ハリーポッターをほとんど知らない自分でも楽しめてます。

ハリーポッターの世界観知らないけど、これがハリーポッターの世界か！って分かるくらい世界観がすごい。マップも作り込みされている。ホグワーツの中だけでも探索していて楽しい。

移動もファストトラベルが細かくあり、良い。
箒移動もスムーズ。
某アサシ○クリードのようなモサモサしたオープンワールドに懲り懲りな人も全く苦痛に感じないはず。

なかなかのボリュームがあり、コピペイベント、オープンワールドでよくあるお使いもほぼ無いので個人的にはストレスゼロです。

様々なイベントに様々な物語があり、これはもう買って一度はプレイすべき神ゲー。
30時間ほどプレイしましたがまだまだ遊べます。;",10人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_12?&pageNumber=12&sortBy=recent,B0C5M5WR65,R183WV83C7G7RG,2023年3月23日,5つ星のうち4.0,FCG,新たなハリーポッターの映画を何本分か観たかのような満足感があるが、やればやる程惜しいと思えてくる作品。,"※サブクエストは主要キャラクターのものは完璧に終わらしほぼ消化、メイン・サブクエスト付近の探索ポイント(ダンジョンやマーリンの試練等)はなるべく回収し、約50時間かけクリアした状態でのレビューになります。

　まず、本作は原作再現性、自由度を見てもハリーポッターのゲームソフト史上最高傑作であることは間違いないだろう。ハリーポッターファンなら間違いなくハマるだろうし、そうでなくとも映画を観て、少しでもワクワクした瞬間があるのなら、今度はプレイヤー自身がそのワクワクを体験出来るのだ。ハリーのように謎だらけのホグワーツを探索し、時には箒やヒッポグリフにまたがってホグワーツの外に飛び出し、不死鳥に出逢うこともあるだろう。サラザール・スリザリンの隠された書斎を見つけ、即アズカバン行きでもあろう許されざる呪文を会得し、その圧倒的な力を知ることもあるだろう。そうしたJ.K.ローリングが生み出したあの世界を隅から隅まで自由に回り、小説や映画では決して許されなかったことも自由に出来てしまうのも、プレイヤーがプレイヤー自身の物語体験として世界観にインタラクト(介入)出来る""ゲーム""だからこそである。まさにそういう点、本作は夢のようなソフトであり、昨今のアクションRPGのオープンワールド作品の中でも良作には入る作品であるはずなので、そこは是非安心して手に取ってほしいと思う。

　ただ、やればやる程惜しい点が、特にゲーム面において次々とにじみ出てくる作品でもある。例えば、この作品にもメイン・サブクエストの他に、ダンジョンやマーリンの試練といったオープンワールドの一つの醍醐味でもある寄り道ポイントが多数あるのだが、その謎解きに対する報酬があまりにも渋過ぎる点が最も顕著かもしれない。勿論、謎解きにもすぐ解ける簡単なものから、今まで解いてきたギミックの解法を組み合わせて解く複合型まで、バリエーションは多少なりともあるものの、どのパターンであっても基本的にというか、もはやほぼ貰える装備品は今の装備の能力以下の物ばかりなのである(実際にはもう無いのに「まだあるはずだ」と思うほどである)。また、ダンジョンの構造もメインやサブクエスト関連の場所を除いては、ほとんど同じ形をしている為、場所によっての面白みもない。だから、多数ある寄り道ポイントを探索をする必要性や楽しさは、早くて序盤から中盤辺りでほぼ無くなることになる。更にマーリンの試練に関しては、謎を解いても報酬はナシ。確かに達成数に応じて、一度に所持できる装備品の枠が増えるようにはなるが、別に売るなり捨てるなりすればいいので、重要度としては低く、結局のところやる必要性に繋がっていない。確かにそれでも自己満でやるゲーマーもいるっちゃいるが...それでも「挑戦(謎解き)」に対して釣り合う「報酬」は用意しておかないとモチベーションが持たないだろう。

　なので、今作は「ハリーポッターの世界にどっぷり浸かりたい!」というインタラクティブソフトとしては優れているが、「ハリーポッターの世界観を使った""ゲーム""を楽しみたい!」という""ゲーム""ソフトとして見ると、たとえ""ゲーム""らしい戦闘があったとしても、「攻撃、攻撃、防御」「攻撃、攻撃、攻撃、防御」の繰り返しになりがちで、演出はダイナミックであっても単調であり傑作とまでは言えず、良作かあるいはそれ以下と言わざるを得ないという点において、評価がバックリ別れる作品と言えるだろう。(2023/03/23);",11人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_13?&pageNumber=13&sortBy=recent,B0C5M5WR65,R2B57P12WHTA7Q,2023年3月23日,5つ星のうち5.0,しょうKirin,ハリーポッターの世界に浸れます。,アクションゲームは得意ではないですが、操作性が良いのでストレスは感じませんでした。;,3人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_13?&pageNumber=13&sortBy=recent,B0C5M5WR65,R124Z8HE0L6AXJ,2023年3月23日,5つ星のうち5.0,選ばれたのは●●でした。,2023年 GOTY最有力候補,新規IPであるのにも関わらずこの完成度は非常に評価できると思いましたので★5としました。;,4人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_13?&pageNumber=13&sortBy=recent,B0C5M5WR65,RO2SZ3WREJMYM,2023年3月22日,5つ星のうち5.0,かみさま,面白い,ストーリーやサブストーリーが充実しており面白い。組み分けにより、ホグワーツ、ハッフルパフ、レイブンクロー、スリザリンそれぞれのキャラクターで遊ぶことができ、組限定のストーリーもあるため長く楽しむことができた。;,2人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_13?&pageNumber=13&sortBy=recent,B0C5M5WR65,R1LMMOBY401QVI,2023年3月22日,5つ星のうち4.0,TOENANA,序盤と終盤は映画そのもの,"ようやくトロコン(全実績解除)したのでレビュー。
初めに書くと普段ゲームをされない方でも難易度を下げれば
問題なくプレイを楽しめると思います。
(最低難易度でもトロコン可能です)

ハリーポッターシリーズでお馴染みのホグワーツ城と
周辺地域(ハイランド地方)を舞台にした
オープンワールドアクションゲーム。
原作・映画ファンなら思わず、
「あっ！」となる要素がてんこ盛りです。

序盤のストーリームービーから迫力満点で
ポートキーやグリンゴッツ魔法銀行など
耳にしたことあるワードがどんどん出てきて物語に惹きこまれます。

メインストーリーはマルチエンディングではありますが
物語の本筋は最後の選択肢で変化があるだけなので
エンディングが気になる方も
周回プレイを重ねる必要がなくプレイしやすいです。

【良かった点】
●ホグワーツ城の作り込み
驚きと発見の連続でした。
動く肖像画や魔法で隠された秘密の通路など
映画で見たホグワーツ城がそのまま再現されています。

●闇の魔術
知らない人はいないであろう「アバダケダブラ」や
「クルーシオ」「インペリオ」といった
いわゆる許されざる呪文を好きなだけ唱えられる。
(ゲーム内でのペナルティなどは一切ありません)

また、闇の魔術を覚えるまでに用意されている
サイドクエストなどはとても良かったです。

●魔法動物たちとの触れ合い
原作や映画ではもちろんファンタビなどでも
見かける動物たちがいて、触れ合うことができたのは良かった。

●ポピー・スウィーティングがかわいすぎる。

【イマイチだった点】
●敵の種類・戦闘システム
序盤は敵によって使用する魔法を変えたり、
攻撃パターンを覚える楽しさがあったのですが、
敵の種類が少なく、攻撃もワンパターンのため戦闘が単調で
後半は敵を倒すのが、ただの作業のように感じてしまいました。

●ホグワーツでの学生生活はあってないようなもの
ゲームの大半はフィールドを探索することになり、
ホグワーツ内では序盤・中盤に呪文などを覚えるために
授業を受けたり、校内を探索してアイテムを探す程度。

何より魔法薬学の授業で魔法薬の調合を学んでいくのが
メインかと思ったら、ホグズミード(商店街)の専門店で
レシピを購入して作り方を覚えるという何ともお粗末な教育体制…。

また、魅力的なキャラクターが多かったので
個人的には寮生や他の生徒と親交を深めたり、
NPCイベントや先生たちとの交流、
色々な授業がもっと用意されていると良かったなと感じました。

●ハウジング機能(必要の部屋)
必要の部屋で魔法薬の調合や植物を栽培できるほか、
家具や絵画などの飾り付けをすることが出来るが、
本作にはマルチプレイもなければ部屋にNPCを呼ぶこともできないため
何のために用意されているのかがよく分からない。
(ここに開発のリソースを割くなら他のことに使ってほしかった…)

●クィディッチ
技術的にかなり難しいものとは思いましたが
ハリーポッターの目玉であるクィディッチは
あってほしかったです…。
(開発者いわく今後も実装の予定はないとのこと)

●フィールドやランドマークの物足りなさ
例を上げると、クエスト上でアズカバンに行けますが、
行けるのはクエスト中の一度のみ。
もう少しランドマーク的な場所の探索などがしたかった。

●PS5版は日本語音声・字幕のみ
個人的な問題ですが普段、洋画や洋ゲーは
英語音声＋日本語字幕で楽しむ派なので
吹き替えしか選択肢がないのは少し残念でした。
(ただ翻訳や演技に違和感などはありません！)

【総評】
世界中で評価が高く売上も凄まじいですが
実際にトロコンまでプレイしてみて
若干の物足りなさと課題点を感じるゲームでした。

イマイチな点などつらつらと書きましたが、
カジュアルに遊びたい方や普段ゲームはしないけど…
原作や映画が好きだからという方には
とてもプレイのしやすいオススメのゲームです。;",31人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_13?&pageNumber=13&sortBy=recent,B0C5M5WR65,R24J0G6ZW6DNDO,2023年3月22日,5つ星のうち5.0,あっしー,ps5最高傑作,"原作、映画全て読破済み
ホグワーツや周辺を散策出来るだけでなく、箒やヒッポグリフに乗れるためファンならそれだけでも買うべき作品であるのにも関わらず、ゲーム内容も面白い。
ハリーポッターが好きな人もゲームが好きな人もどちらにもオススメ;",5人
